Time(s),CO%,Ar MFC (sccm),CO2 MFC (sscm),Temprature (°C)
2003.005078099959,0.01,49.99706268310547,51.54414367675781,28.1
2004.0063872999744,0.01,50.10835647583008,51.455352783203125,28.1
2005.0084052999737,0.02,49.93772888183594,51.523712158203125,28.1
2006.0054829999572,0.01,49.99757385253906,51.45640182495117,28.1
2007.0069819999626,0.01,49.924560546875,51.51210403442383,28.1
2008.0072342999629,0.01,49.978118896484375,51.4208984375,28.1
2009.0049150999985,0.01,49.97242736816406,51.541221618652344,28.1
2010.0055610999698,0.01,50.05508804321289,51.45679473876953,28.1
2011.0113347999868,0.02,49.98761749267578,51.54332733154297,28.1
2012.0108328999486,0.02,50.01047134399414,51.48713302612305,28.1
2013.0115565999877,0.02,49.93782043457031,51.4676628112793,28.1
2014.005359099945,0.02,49.99747085571289,51.44145202636719,28.1
2015.0088942999719,0.02,49.91695022583008,51.555870056152344,28.1
2016.0057501999545,0.02,50.01424789428711,51.49525451660156,28.1
2017.0080414999975,0.02,49.96152877807617,51.46364212036133,28.1
2018.0047389999963,0.02,50.026878356933594,51.412841796875,28.1
2019.0051284999936,0.03,49.963626861572266,51.47572708129883,28.1
2020.0058175999438,0.02,49.99168014526367,51.40439224243164,28.1
2021.0115293999552,0.02,49.95116424560547,51.50507354736328,28.1
2022.0060743999784,0.02,50.01178741455078,51.46603012084961,28.1
2023.0097073999932,0.03,49.97796630859375,51.50789260864258,28.1
2024.0056150999735,0.03,49.97743606567383,51.421512603759766,28.1
2025.0063469999586,0.03,50.03303527832031,51.46513366699219,28.1
2026.0046854999964,0.03,50.05260467529297,51.47560119628906,28.1
2027.009130499966,0.03,49.96590042114258,51.50408935546875,28.1
2028.0045966999605,0.03,49.9743766784668,51.42424011230469,28.1
2029.0047142999829,0.03,49.91816711425781,51.488948822021484,28.1
2030.0068252999918,0.03,49.98862075805664,51.42290496826172,28.1
2031.0059934999445,0.03,50.08305358886719,51.532684326171875,28.1
2032.008234399953,0.02,49.99403762817383,51.42352294921875,28.1
2033.0060162999434,0.03,49.95994186401367,51.485958099365234,28.1
2034.005513299955,0.03,49.98460388183594,51.45159149169922,28.1
2035.0166821999592,0.03,49.95583724975586,51.530799865722656,28.1
2036.0055874999962,0.03,49.94968795776367,51.44535446166992,28.1
2037.0051797999768,0.03,50.073333740234375,51.53944396972656,28.1
2038.004184899968,0.03,49.982276916503906,51.41808319091797,28.1
2039.005025499966,0.03,49.94546127319336,51.51774597167969,28.2
2040.0044310999801,0.03,50.000064849853516,51.40596389770508,28.2
2041.004594399943,0.03,49.88804626464844,51.516937255859375,28.2
2042.0053065999527,0.03,50.07094192504883,51.36901092529297,28.2
2043.0107775999932,0.03,49.954219818115234,51.57176971435547,28.2
2044.0052319999668,0.03,50.003746032714844,51.502113342285156,28.2
2045.0053543999675,0.03,50.00556182861328,51.50539016723633,28.2
2046.0121492999606,0.03,49.97574234008789,51.50358200073242,28.2
2047.005222399952,0.03,49.890533447265625,51.494998931884766,28.2
2048.0075248999638,0.04,49.982749938964844,51.4572868347168,28.2
2049.0060332999565,0.04,49.971405029296875,51.508758544921875,28.2
2050.0089160999632,0.03,49.936737060546875,51.455596923828125,28.2
2051.0106634999975,0.03,49.96528244018555,51.519622802734375,28.2
2052.0050526999985,0.03,50.00572967529297,51.47773361206055,28.2
2053.00662499998,0.03,49.99604797363281,51.4876594543457,28.2
2054.0055851999787,0.02,49.960540771484375,51.418701171875,28.2
2055.0050761999446,0.02,49.985931396484375,51.49625015258789,28.2
2056.004619699961,0.02,50.00247573852539,51.57510757446289,28.2
2057.0044810999534,0.02,49.94733428955078,51.490325927734375,28.2
2058.0086793999653,0.02,49.97682571411133,51.497493743896484,28.2
2059.0056775999838,0.02,49.97594451904297,51.47460174560547,28.2
2060.0093419999466,0.02,50.023834228515625,51.45381546020508,28.2
2061.004326999944,0.02,49.97294235229492,51.44506072998047,28.2
2062.0059280999703,0.02,49.94452667236328,51.410499572753906,28.2
2063.008963899978,0.01,50.03450012207031,51.52888488769531,28.2
2064.0049468999496,0.01,49.98896408081055,51.51871109008789,28.2
2065.0051131999935,0.01,50.027950286865234,51.471702575683594,28.2
2066.005646899983,0.01,49.95619201660156,51.43312454223633,28.2
2067.0066354999435,0.02,50.03790283203125,51.468997955322266,28.2
2068.008773199981,0.02,49.97001647949219,51.535987854003906,28.2
2069.005480599997,0.02,49.95842361450195,51.474449157714844,28.2
2070.007417499961,0.02,49.96997833251953,51.46501541137695,28.2
2071.006083299988,0.02,49.94984436035156,51.435760498046875,28.2
